Id,LotFrontage,LotArea,LandContour,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearRemodAdd,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,PavedDrive,houseAge_fg,totBaths_fg,totFlrSF_fg,totLot_fg,garageAge_fg,SalePrice
747,68.0,8795,Lvl,Gilbert,Norm,Norm,2Story,7,5,2000,Gd,GLQ,300.0,0.0,652.0,952.0,Y,0,2256,Gd,8,BuiltIn,Fin,2.0,Y,9,2.5,2256,8863.0,9.0,236000
748,65.0,11700,Lvl,OldTown,Norm,Norm,2Story,7,7,2003,TA,Unf,0.0,0.0,1240.0,1240.0,N,0,2640,Gd,8,Detchd,Unf,4.0,N,129,1.5,2640,11765.0,59.0,265979
749,59.0,10593,Lvl,NoRidge,Norm,Norm,1Story,7,5,1996,Gd,GLQ,919.0,0.0,801.0,1720.0,Y,0,1720,Gd,7,Attchd,Fin,2.0,Y,14,3.0,1720,10652.0,14.0,260400
750,50.0,8405,Lvl,Edwards,Norm,Norm,1.5Fin,4,3,1950,TA,Unf,0.0,0.0,0.0,0.0,N,0,1529,TA,9,Detchd,Unf,1.0,N,64,2.0,1529,8455.0,64.0,98000
751,55.0,8800,Lvl,OldTown,Norm,Norm,1.5Fin,4,7,2004,TA,Unf,0.0,0.0,576.0,576.0,Y,0,1140,TA,7,Attchd,Unf,0.0,N,100,1.0,1140,8855.0,31.0,96500
752,68.0,7750,Lvl,Gilbert,RRAn,Norm,2Story,7,5,2003,Gd,Unf,0.0,0.0,660.0,660.0,Y,0,1320,Gd,6,Attchd,Fin,2.0,Y,4,2.5,1320,7818.0,4.0,162000
753,79.0,9236,Lvl,CollgCr,Norm,Norm,1Story,6,5,1997,Gd,GLQ,1200.0,0.0,279.0,1479.0,Y,0,1494,Gd,6,Attchd,RFn,2.0,Y,9,3.0,1494,9315.0,9.0,217000
754,80.0,10240,Lvl,NridgHt,Norm,Norm,2Story,8,5,2005,Gd,Unf,0.0,0.0,1030.0,1030.0,Y,0,2098,Ex,8,Attchd,RFn,3.0,Y,1,2.5,2098,10320.0,1.0,275500
755,61.0,7930,Lvl,NAmes,Norm,Norm,1Story,6,8,2005,TA,GLQ,439.0,472.0,115.0,1026.0,Y,0,1026,Gd,5,Detchd,RFn,2.0,Y,40,2.0,1026,7991.0,40.0,156000
756,34.0,3230,Lvl,Somerst,Norm,Norm,2Story,6,5,1999,Gd,GLQ,381.0,0.0,348.0,729.0,Y,0,1471,TA,6,Detchd,Unf,2.0,Y,10,2.5,1471,3264.0,10.0,172500
757,68.0,10769,Lvl,CollgCr,Norm,Norm,2Story,8,5,2007,Gd,GLQ,20.0,0.0,846.0,866.0,Y,0,1768,Gd,7,Attchd,RFn,2.0,Y,2,2.5,1768,10837.0,2.0,212000
758,68.0,11616,Lvl,Sawyer,Norm,Norm,2Story,6,5,1978,TA,Rec,438.0,0.0,234.0,672.0,Y,0,1386,TA,6,Attchd,Fin,2.0,Y,32,2.5,1386,11684.0,32.0,158900
759,24.0,2280,Lvl,Somerst,Norm,Norm,2Story,7,5,1999,Gd,ALQ,549.0,0.0,195.0,744.0,Y,0,1501,TA,6,Detchd,Unf,2.0,Y,9,2.5,1501,2304.0,9.0,179400
760,65.0,12257,Lvl,NoRidge,Norm,Norm,2Story,8,5,1995,Gd,LwQ,56.0,64.0,1198.0,1318.0,Y,0,2531,Gd,9,Attchd,RFn,3.0,Y,12,2.5,2531,12322.0,12.0,290000
761,70.0,9100,Lvl,NAmes,Norm,Norm,1Story,6,6,1959,TA,Rec,612.0,0.0,252.0,864.0,Y,0,864,TA,5,Detchd,Unf,1.0,Y,50,1.0,864,9170.0,1.0,127500
762,60.0,6911,Lvl,BrkSide,Feedr,Norm,1Story,5,5,1950,TA,LwQ,405.0,0.0,740.0,1145.0,Y,0,1301,Fa,5,Detchd,Unf,2.0,Y,85,1.0,1301,6971.0,44.0,100000
763,72.0,8640,Lvl,Somerst,Norm,Norm,2Story,7,5,2009,Gd,GLQ,24.0,0.0,732.0,756.0,Y,0,1547,Gd,7,Attchd,Unf,2.0,Y,1,2.5,1547,8712.0,1.0,215200
764,82.0,9430,Lvl,NoRidge,Norm,Norm,2Story,8,5,1999,Gd,GLQ,1163.0,0.0,89.0,1252.0,Y,0,2365,Gd,8,Attchd,RFn,3.0,Y,10,3.5,2365,9512.0,10.0,337000
765,30.0,9549,Lvl,Veenker,Norm,Norm,1Story,8,5,1996,Gd,LwQ,437.0,1057.0,0.0,1494.0,Y,0,1494,Ex,6,Attchd,Fin,2.0,Y,11,2.5,1494,9579.0,11.0,270000
766,75.0,14587,Lvl,Somerst,Norm,Norm,1Story,9,5,2008,Gd,Unf,0.0,0.0,1498.0,1498.0,Y,0,1506,Ex,6,Attchd,Fin,2.0,Y,0,2.0,1506,14662.0,0.0,264132
767,80.0,10421,Lvl,NWAmes,Norm,Norm,2Story,7,5,1988,Gd,GLQ,394.0,0.0,586.0,980.0,Y,0,1714,TA,7,Attchd,Unf,2.0,Y,22,2.5,1714,10501.0,22.0,196500
768,75.0,12508,Lvl,Mitchel,Norm,Norm,1.5Fin,6,7,1985,Gd,ALQ,660.0,0.0,323.0,983.0,Y,0,1750,TA,7,Attchd,Unf,1.0,Y,68,3.0,1750,12583.0,19.0,160000
769,70.0,9100,Lvl,CollgCr,Norm,Norm,1Story,7,5,2005,Gd,GLQ,24.0,0.0,1836.0,1860.0,Y,0,1836,Gd,8,Attchd,Fin,2.0,Y,2,2.0,1836,9170.0,2.0,216837
770,47.0,53504,HLS,StoneBr,Norm,Norm,2Story,8,5,2003,Gd,ALQ,1416.0,0.0,234.0,1650.0,Y,0,3279,Ex,12,BuiltIn,Fin,3.0,Y,7,4.5,3279,53551.0,7.0,538000
771,68.0,7252,Lvl,Sawyer,Norm,Norm,SFoyer,5,5,1982,Gd,GLQ,685.0,0.0,173.0,858.0,Y,0,858,TA,5,Detchd,Unf,2.0,Y,27,2.0,858,7320.0,26.0,134900
772,67.0,8877,Lvl,Edwards,Norm,Norm,1Story,4,5,1951,Fa,LwQ,836.0,0.0,0.0,836.0,Y,0,1220,TA,6,Detchd,Unf,2.0,Y,55,1.0,1220,8944.0,55.0,102000
773,94.0,7819,Lvl,Edwards,Norm,Norm,SLvl,6,5,1976,TA,ALQ,422.0,127.0,480.0,1029.0,Y,0,1117,TA,6,Detchd,Unf,2.0,Y,34,2.0,1117,7913.0,34.0,107000
774,70.0,10150,Lvl,NAmes,Feedr,Norm,1Story,5,5,1958,TA,Rec,456.0,0.0,456.0,912.0,Y,0,912,TA,5,Attchd,RFn,1.0,Y,49,1.0,912,10220.0,49.0,114500
775,110.0,14226,Lvl,NridgHt,Norm,Norm,1Story,8,5,2006,Gd,Unf,0.0,0.0,1935.0,1935.0,Y,0,1973,Gd,9,Attchd,Fin,3.0,Y,1,2.0,1973,14336.0,1.0,395000
776,32.0,4500,Lvl,Mitchel,Norm,Norm,1Story,6,5,1998,Ex,GLQ,866.0,0.0,338.0,1204.0,Y,0,1204,TA,5,Attchd,Fin,2.0,Y,11,3.0,1204,4532.0,11.0,162000
777,86.0,11210,Lvl,CollgCr,Norm,Norm,1Story,7,5,2006,Gd,GLQ,20.0,0.0,1594.0,1614.0,Y,0,1614,Gd,7,Attchd,RFn,3.0,Y,1,2.0,1614,11296.0,1.0,221500
778,100.0,13350,Lvl,Sawyer,Norm,Norm,1Story,5,5,1974,TA,ALQ,762.0,0.0,102.0,864.0,Y,0,894,TA,5,Attchd,Unf,2.0,Y,32,2.0,894,13450.0,32.0,142500
779,60.0,8400,Lvl,SawyerW,Feedr,Norm,1Story,5,5,1977,TA,Unf,0.0,0.0,0.0,0.0,Y,0,2020,TA,10,Detchd,Unf,2.0,Y,30,2.0,2020,8460.0,30.0,144000
780,78.0,10530,Lvl,Mitchel,Norm,Norm,SFoyer,6,5,1977,Gd,GLQ,975.0,0.0,0.0,975.0,Y,0,1004,TA,4,Attchd,Unf,2.0,Y,29,2.0,1004,10608.0,29.0,135000
781,63.0,7875,Lvl,Gilbert,Norm,Norm,1Story,7,5,1996,Gd,Unf,0.0,0.0,1237.0,1237.0,Y,0,1253,TA,6,Attchd,Fin,2.0,Y,12,2.0,1253,7938.0,12.0,176000
782,65.0,7153,Lvl,SawyerW,Norm,Norm,2Story,6,5,1992,Gd,ALQ,387.0,0.0,374.0,761.0,Y,0,1603,Gd,7,Attchd,RFn,2.0,Y,14,2.5,1603,7218.0,14.0,175900
783,67.0,16285,Lvl,CollgCr,Norm,Norm,1Story,7,5,2002,Gd,Unf,0.0,0.0,1413.0,1413.0,Y,0,1430,Gd,6,Attchd,RFn,2.0,Y,8,2.0,1430,16352.0,8.0,187100
784,68.0,9101,Lvl,Mitchel,Norm,Norm,SFoyer,5,6,1978,Gd,GLQ,1097.0,0.0,0.0,1097.0,Y,0,1110,Gd,4,Attchd,Fin,2.0,Y,31,2.0,1110,9169.0,31.0,165500
785,35.0,6300,Lvl,OldTown,Norm,Norm,2.5Unf,6,6,2001,TA,Unf,0.0,0.0,742.0,742.0,Y,0,1484,TA,9,Attchd,Unf,0.0,Y,94,2.0,1484,6335.0,29.0,128000
786,68.0,9790,Lvl,NWAmes,Feedr,Norm,1Story,6,5,1967,TA,Rec,251.0,630.0,491.0,1372.0,Y,0,1342,TA,7,Attchd,Unf,2.0,Y,42,2.0,1342,9858.0,42.0,161500
787,60.0,10800,Lvl,OldTown,Artery,Norm,1.5Fin,5,6,1950,Fa,LwQ,686.0,0.0,0.0,686.0,Y,0,1652,TA,7,Detchd,Unf,1.0,Y,95,3.0,1652,10860.0,49.0,139000
788,76.0,10142,Lvl,SawyerW,Norm,Norm,2Story,7,5,2004,Gd,GLQ,656.0,0.0,300.0,956.0,Y,0,2084,Gd,8,BuiltIn,RFn,2.0,Y,6,3.5,2084,10218.0,6.0,233000
789,50.0,6000,Lvl,OldTown,Norm,Norm,1Story,4,7,2000,TA,Unf,0.0,0.0,901.0,901.0,Y,0,901,TA,4,Detchd,Unf,1.0,Y,54,1.0,901,6050.0,54.0,107900
790,68.0,12205,Low,ClearCr,Norm,Norm,2Story,6,8,2007,TA,LwQ,568.0,0.0,264.0,832.0,Y,0,2087,Gd,9,Attchd,Fin,2.0,Y,41,2.5,2087,12273.0,41.0,187500
791,43.0,3182,Lvl,Blmngtn,Norm,Norm,1Story,7,5,2006,Gd,GLQ,16.0,0.0,1129.0,1145.0,Y,0,1145,Gd,5,Attchd,Fin,2.0,Y,4,2.0,1145,3225.0,4.0,160200
792,68.0,11333,Lvl,Mitchel,Norm,Norm,SLvl,6,5,1976,Gd,ALQ,539.0,0.0,490.0,1029.0,Y,0,1062,TA,5,Attchd,RFn,2.0,Y,31,2.0,1062,11401.0,31.0,146800
793,92.0,9920,Lvl,NoRidge,Norm,Norm,2Story,7,5,1997,Gd,GLQ,862.0,0.0,255.0,1117.0,Y,0,2013,TA,8,Attchd,Unf,2.0,Y,11,3.5,2013,10012.0,10.0,269790
794,76.0,9158,Lvl,Somerst,Norm,Norm,1Story,8,5,2007,Gd,Unf,0.0,0.0,1496.0,1496.0,Y,0,1496,Gd,7,Attchd,Fin,2.0,Y,0,2.0,1496,9234.0,0.0,225000
795,68.0,10832,Lvl,Gilbert,Norm,Norm,2Story,7,5,1996,Gd,Unf,0.0,0.0,712.0,712.0,Y,0,1895,Gd,7,Attchd,Fin,2.0,Y,14,2.5,1895,10900.0,14.0,194500
796,70.0,8400,Lvl,SawyerW,Norm,Norm,2Story,6,6,1981,Gd,Unf,0.0,0.0,650.0,650.0,Y,0,1564,TA,7,Attchd,Unf,2.0,Y,30,2.5,1564,8470.0,30.0,171000
797,71.0,8197,Lvl,Sawyer,Norm,Norm,1Story,6,5,1977,TA,Unf,0.0,0.0,660.0,660.0,Y,0,1285,TA,7,Attchd,RFn,2.0,Y,30,1.5,1285,8268.0,30.0,143500
798,57.0,7677,Lvl,NAmes,Norm,Norm,1Story,5,5,1953,TA,BLQ,570.0,0.0,203.0,773.0,Y,0,773,TA,4,Attchd,Unf,1.0,Y,55,1.0,773,7734.0,55.0,110000
799,104.0,13518,Lvl,NridgHt,Norm,Norm,2Story,9,5,2009,Ex,Unf,0.0,0.0,1926.0,1926.0,Y,0,3140,Ex,11,BuiltIn,Fin,3.0,Y,1,3.5,3140,13622.0,0.0,485000
800,60.0,7200,Lvl,SWISU,Feedr,Norm,1.5Fin,5,7,1950,Gd,ALQ,569.0,0.0,162.0,731.0,Y,0,1768,Gd,7,Detchd,Unf,1.0,Y,70,2.5,1768,7260.0,68.0,175000
801,79.0,12798,HLS,ClearCr,Feedr,Norm,2Story,6,5,1997,Gd,GLQ,462.0,0.0,154.0,616.0,Y,0,1688,Gd,8,Attchd,RFn,2.0,Y,11,3.5,1688,12877.0,11.0,200000
802,40.0,4800,Lvl,IDOTRR,Norm,Norm,1Story,4,7,1990,TA,LwQ,197.0,0.0,999.0,1196.0,Y,0,1196,TA,5,Detchd,Unf,2.0,Y,91,2.0,1196,4840.0,50.0,109900
803,63.0,8199,Lvl,CollgCr,Norm,Norm,2Story,7,5,2005,Gd,GLQ,648.0,0.0,80.0,728.0,Y,0,1456,Gd,7,Attchd,Fin,2.0,Y,3,3.5,1456,8262.0,3.0,189000
804,107.0,13891,Lvl,NridgHt,Norm,Norm,2Story,9,5,2009,Ex,Unf,0.0,0.0,1734.0,1734.0,Y,0,2822,Ex,12,BuiltIn,RFn,3.0,Y,1,3.5,2822,13998.0,0.0,582933
805,75.0,9000,Lvl,NAmes,Norm,Norm,1Story,5,5,1954,TA,LwQ,812.0,0.0,124.0,936.0,Y,0,1128,TA,5,Attchd,Unf,1.0,Y,52,1.0,1128,9075.0,52.0,118000
806,91.0,12274,Lvl,Somerst,Norm,Norm,1Story,7,5,2008,Gd,Unf,0.0,0.0,1417.0,1417.0,Y,0,1428,Ex,6,Attchd,RFn,2.0,Y,0,2.0,1428,12365.0,0.0,227680
807,75.0,9750,Lvl,NAmes,Norm,Norm,SLvl,5,5,1967,TA,ALQ,400.0,480.0,100.0,980.0,Y,0,980,TA,6,Attchd,Fin,1.0,Y,39,2.0,980,9825.0,39.0,135500
808,144.0,21384,Lvl,BrkSide,Norm,Norm,2Story,5,6,2004,TA,GLQ,1309.0,0.0,15.0,1324.0,Y,0,1576,Gd,6,Attchd,RFn,2.0,Y,86,3.5,1576,21528.0,86.0,223500
809,85.0,13400,Lvl,NAmes,Norm,Norm,SLvl,5,5,1966,TA,ALQ,516.0,128.0,380.0,1024.0,Y,0,1086,TA,6,Attchd,RFn,2.0,Y,40,2.0,1086,13485.0,40.0,159950
810,90.0,8100,Lvl,OldTown,Norm,Norm,2.5Unf,5,5,1965,TA,Unf,0.0,0.0,849.0,849.0,N,0,2138,TA,11,Detchd,Unf,2.0,N,111,2.0,2138,8190.0,99.0,106000
811,78.0,10140,Lvl,NWAmes,Norm,Norm,1Story,6,6,1999,TA,ALQ,663.0,377.0,0.0,1040.0,Y,0,1309,Gd,5,Attchd,RFn,2.0,Y,32,2.5,1309,10218.0,32.0,181000
812,68.0,4438,Lvl,CollgCr,Norm,Norm,1Story,6,5,2004,Gd,GLQ,662.0,0.0,186.0,848.0,Y,0,848,Gd,4,Attchd,Fin,2.0,Y,4,2.0,848,4506.0,4.0,144500
813,66.0,8712,Bnk,IDOTRR,Norm,Norm,1Story,5,5,1952,TA,Unf,0.0,0.0,540.0,540.0,N,0,1044,Fa,4,Basment,Unf,2.0,N,58,1.0,1044,8778.0,58.0,55993
814,75.0,9750,Lvl,NAmes,Norm,Norm,1Story,6,6,1958,TA,Rec,608.0,0.0,834.0,1442.0,Y,0,1442,TA,7,Attchd,RFn,1.0,Y,49,1.5,1442,9825.0,49.0,157900
815,45.0,8248,Lvl,Edwards,Norm,Norm,1.5Fin,5,7,1950,TA,Unf,0.0,0.0,686.0,686.0,Y,0,1250,Fa,7,Detchd,Unf,1.0,P,88,2.0,1250,8293.0,51.0,116000
816,48.0,12137,Lvl,CollgCr,Norm,Norm,1Story,7,5,1998,Gd,Unf,0.0,0.0,1649.0,1649.0,Y,0,1661,Gd,6,Attchd,RFn,2.0,Y,12,2.0,1661,12185.0,12.0,224900
817,68.0,11425,Lvl,NAmes,Norm,Norm,1Story,5,6,1954,TA,BLQ,486.0,0.0,522.0,1008.0,Y,0,1008,TA,4,Attchd,RFn,1.0,Y,52,1.0,1008,11493.0,52.0,137000
818,68.0,13265,Lvl,Mitchel,Norm,Norm,1Story,8,5,2002,Gd,GLQ,1218.0,0.0,350.0,1568.0,Y,0,1689,Gd,7,Attchd,RFn,3.0,Y,6,3.0,1689,13333.0,6.0,271000
819,80.0,8816,Lvl,ClearCr,Norm,Norm,SLvl,6,7,1971,TA,GLQ,504.0,0.0,506.0,1010.0,Y,0,1052,TA,6,Attchd,Unf,2.0,Y,39,2.0,1052,8896.0,39.0,155000
820,44.0,6371,Lvl,NridgHt,Norm,Norm,1Story,7,5,2010,Gd,GLQ,733.0,0.0,625.0,1358.0,Y,0,1358,Gd,6,Attchd,RFn,2.0,Y,1,3.0,1358,6415.0,0.0,224000
821,72.0,7226,Lvl,CollgCr,Norm,Norm,2Story,7,5,2003,Gd,Unf,0.0,0.0,798.0,798.0,Y,0,1640,Gd,6,Attchd,RFn,2.0,Y,5,2.5,1640,7298.0,5.0,183000
822,60.0,6000,Bnk,OldTown,Norm,Norm,1Story,4,4,1953,Fa,Unf,0.0,0.0,936.0,936.0,N,0,936,TA,4,Detchd,Unf,2.0,Y,56,1.0,936,6060.0,35.0,93000
823,68.0,12394,Lvl,Gilbert,Norm,Norm,2Story,7,5,2003,Gd,Unf,0.0,0.0,847.0,847.0,Y,0,1733,Gd,7,BuiltIn,Fin,2.0,Y,4,2.5,1733,12462.0,4.0,225000
824,60.0,9900,Lvl,SWISU,Norm,Norm,1.5Fin,6,7,1950,TA,Unf,0.0,0.0,778.0,778.0,Y,0,1489,TA,7,Detchd,Unf,1.0,Y,69,2.0,1489,9960.0,69.0,139500
825,81.0,11216,Lvl,Somerst,Norm,Norm,1Story,8,5,2006,Gd,Unf,0.0,0.0,1489.0,1489.0,Y,0,1489,Gd,7,Attchd,RFn,2.0,Y,0,2.0,1489,11297.0,0.0,232600
826,114.0,14803,Lvl,NridgHt,PosN,PosN,1Story,10,5,2008,Ex,GLQ,1636.0,0.0,442.0,2078.0,Y,0,2084,Ex,7,Attchd,Fin,3.0,Y,1,3.0,2084,14917.0,1.0,385000
827,50.0,6130,Lvl,BrkSide,Norm,Norm,1.5Unf,5,6,1950,TA,ALQ,784.0,0.0,0.0,784.0,Y,0,784,Gd,5,Attchd,Unf,0.0,Y,84,2.0,784,6180.0,29.0,109500
828,65.0,8529,Lvl,SawyerW,Norm,Norm,1Story,7,5,2001,Gd,GLQ,20.0,0.0,1434.0,1454.0,Y,0,1434,Gd,6,Attchd,RFn,2.0,Y,8,2.0,1434,8594.0,8.0,189000
829,68.0,28698,Low,ClearCr,Norm,Norm,2Story,5,5,1967,TA,LwQ,249.0,764.0,0.0,1013.0,Y,0,2126,TA,7,Attchd,Fin,2.0,Y,42,3.0,2126,28766.0,42.0,185000
830,24.0,2544,Lvl,Somerst,Norm,Norm,2Story,7,5,2005,Gd,Unf,0.0,0.0,600.0,600.0,Y,80,1223,Gd,4,Detchd,RFn,2.0,Y,1,2.5,1143,2568.0,1.0,147400
831,80.0,11900,Lvl,NAmes,Norm,Norm,1Story,6,5,1957,TA,Rec,1040.0,0.0,352.0,1392.0,Y,0,1392,TA,6,Attchd,RFn,2.0,Y,51,2.5,1392,11980.0,51.0,166000
832,30.0,3180,Lvl,Somerst,Norm,Norm,2Story,7,5,2005,Gd,Unf,0.0,0.0,600.0,600.0,Y,80,1200,Gd,4,Detchd,RFn,2.0,Y,1,2.5,1120,3210.0,1.0,151000
833,44.0,9548,Lvl,CollgCr,Norm,Norm,2Story,7,6,2003,Gd,GLQ,483.0,0.0,458.0,941.0,Y,0,1829,Gd,7,Attchd,RFn,2.0,Y,7,3.5,1829,9592.0,7.0,237000
834,100.0,10004,Lvl,NAmes,Norm,Norm,1Story,6,6,1964,TA,Rec,196.0,345.0,975.0,1516.0,Y,0,1516,TA,6,Attchd,RFn,2.0,Y,45,1.5,1516,10104.0,45.0,167000
835,75.0,7875,Lvl,NAmes,Norm,Norm,1Story,5,6,1961,TA,Rec,572.0,0.0,572.0,1144.0,Y,0,1144,TA,6,Attchd,Unf,2.0,Y,47,2.0,1144,7950.0,47.0,139950
836,60.0,9600,Lvl,Sawyer,Norm,Norm,1Story,4,7,1995,Gd,BLQ,442.0,0.0,625.0,1067.0,Y,0,1067,Gd,4,Attchd,Unf,2.0,Y,60,2.0,1067,9660.0,14.0,128000
837,90.0,8100,Lvl,OldTown,Norm,Norm,1Story,5,6,1973,TA,Rec,338.0,0.0,1221.0,1559.0,Y,0,1559,TA,5,Detchd,Unf,2.0,Y,59,2.0,1559,8190.0,59.0,153500
838,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,6,5,1973,TA,BLQ,330.0,0.0,153.0,483.0,Y,0,987,TA,5,Detchd,Unf,1.0,Y,35,2.5,987,1701.0,35.0,100000
839,75.0,9525,Lvl,CollgCr,Norm,Norm,1Story,5,6,2006,Gd,Unf,0.0,0.0,1099.0,1099.0,Y,0,1099,Gd,6,Attchd,Unf,1.0,Y,13,1.5,1099,9600.0,9.0,144000
840,70.0,11767,Lvl,Edwards,Norm,Norm,1.5Fin,5,6,1995,TA,BLQ,352.0,0.0,416.0,768.0,Y,0,1200,TA,6,Detchd,Unf,1.0,Y,62,1.0,1200,11837.0,62.0,130500
841,68.0,12155,Lvl,SWISU,Norm,Norm,2Story,6,8,1950,TA,BLQ,156.0,0.0,516.0,672.0,N,0,1482,Fa,7,Detchd,Unf,1.0,P,83,2.0,1482,12223.0,74.0,140000
842,60.0,10440,Lvl,OldTown,Norm,Norm,2Story,5,8,2002,TA,Unf,0.0,0.0,650.0,650.0,Y,0,1539,Gd,8,Detchd,Unf,2.0,P,104,2.0,1539,10500.0,25.0,157500
843,82.0,9020,Lvl,NAmes,Norm,Norm,SLvl,6,7,1966,TA,Rec,312.0,539.0,276.0,1127.0,Y,0,1165,TA,6,Attchd,RFn,2.0,Y,42,2.5,1165,9102.0,42.0,174900
844,80.0,8000,Lvl,NAmes,Artery,Norm,1Story,5,4,1961,TA,Unf,0.0,0.0,1800.0,1800.0,N,0,1800,TA,10,Attchd,Unf,0.0,Y,46,2.0,1800,8080.0,28.0,141000
845,100.0,12665,Lvl,OldTown,Artery,Norm,1.5Fin,5,8,1950,TA,Unf,0.0,0.0,876.0,876.0,Y,0,1416,TA,7,Detchd,Unf,3.0,Y,93,1.5,1416,12765.0,59.0,153900
846,68.0,16647,Lvl,Sawyer,RRAe,Norm,SFoyer,5,5,1981,Gd,ALQ,1390.0,0.0,0.0,1390.0,Y,0,1701,TA,6,Basment,Fin,2.0,Y,32,3.0,1701,16715.0,32.0,171000
847,75.0,9317,Lvl,SawyerW,Norm,Norm,2Story,7,5,1993,Gd,ALQ,513.0,0.0,227.0,740.0,Y,0,1775,Gd,7,Attchd,Unf,2.0,Y,16,3.5,1775,9392.0,16.0,213000
848,36.0,15523,Lvl,CollgCr,Norm,Norm,1Story,5,6,1972,TA,BLQ,460.0,0.0,404.0,864.0,Y,0,864,TA,5,Attchd,Unf,1.0,Y,37,2.0,864,15559.0,37.0,133500
849,75.0,45600,Bnk,ClearCr,Norm,Norm,1.5Fin,6,8,1997,TA,Unf,0.0,0.0,907.0,907.0,Y,0,2358,TA,10,Detchd,Unf,2.0,Y,100,3.0,2358,45675.0,100.0,240000
850,80.0,9600,Lvl,Veenker,Feedr,Norm,SLvl,6,7,1994,TA,Unf,0.0,0.0,528.0,528.0,Y,0,1855,TA,7,Attchd,RFn,2.0,Y,31,2.5,1855,9680.0,31.0,187000
851,36.0,4435,Lvl,CollgCr,Norm,Norm,1Story,6,5,2003,Gd,GLQ,659.0,0.0,189.0,848.0,Y,0,848,Gd,3,Attchd,Fin,2.0,Y,4,2.0,848,4471.0,4.0,131500
852,68.0,3196,Lvl,Blmngtn,Norm,Norm,1Story,8,5,2003,Gd,Unf,0.0,0.0,1273.0,1273.0,Y,0,1456,Gd,7,Attchd,Fin,2.0,Y,3,2.0,1456,3264.0,3.0,215000
853,53.0,7128,Lvl,Crawfor,Norm,Norm,2.5Unf,7,5,1950,TA,Rec,364.0,0.0,554.0,918.0,Y,0,1646,TA,7,Detchd,Unf,1.0,Y,66,2.0,1646,7181.0,66.0,164000
854,68.0,12095,Lvl,NAmes,Norm,Norm,SLvl,6,6,1964,TA,Rec,564.0,0.0,563.0,1127.0,Y,0,1445,TA,7,Attchd,RFn,2.0,Y,45,1.5,1445,12163.0,45.0,158000
855,102.0,17920,Lvl,Sawyer,Norm,Norm,1Story,5,4,1974,TA,ALQ,306.0,1085.0,372.0,1763.0,Y,0,1779,TA,6,Attchd,Unf,2.0,Y,51,2.5,1779,18022.0,51.0,170000
856,68.0,6897,Lvl,Sawyer,Norm,Norm,1Story,5,8,2010,TA,ALQ,659.0,0.0,381.0,1040.0,Y,0,1040,TA,6,Detchd,Unf,1.0,Y,48,2.5,1040,6965.0,48.0,127000
857,68.0,10970,Low,CollgCr,Norm,Norm,SLvl,6,6,1978,Gd,GLQ,505.0,435.0,0.0,940.0,Y,0,1026,TA,5,Detchd,Unf,2.0,Y,30,2.0,1026,11038.0,27.0,147000
858,65.0,8125,Lvl,Gilbert,Norm,Norm,2Story,6,5,1995,Gd,Unf,0.0,0.0,702.0,702.0,Y,0,1481,TA,6,Attchd,Fin,2.0,Y,15,2.5,1481,8190.0,15.0,174000
859,80.0,10400,Lvl,NWAmes,Norm,Norm,1Story,7,5,1976,Gd,Unf,0.0,0.0,1090.0,1090.0,Y,0,1370,TA,6,Attchd,RFn,2.0,Y,33,2.0,1370,10480.0,33.0,152000
860,68.0,11029,Lvl,NWAmes,PosA,Norm,2Story,6,7,1984,TA,BLQ,619.0,0.0,435.0,1054.0,Y,0,2654,Gd,9,Attchd,Unf,2.0,Y,38,3.5,2654,11097.0,38.0,250000
861,55.0,7642,Lvl,Crawfor,Norm,Norm,1.5Fin,7,8,1998,TA,Unf,0.0,0.0,912.0,912.0,Y,0,1426,Gd,7,Detchd,Unf,1.0,Y,89,1.5,1426,7697.0,82.0,189950
862,75.0,11625,Lvl,Sawyer,Norm,Norm,1Story,5,4,1965,TA,BLQ,841.0,0.0,198.0,1039.0,Y,0,1039,TA,6,Attchd,Unf,2.0,Y,45,2.5,1039,11700.0,45.0,131500
863,81.0,9672,Lvl,SawyerW,Norm,Norm,1Story,6,5,1985,Gd,GLQ,338.0,0.0,702.0,1040.0,Y,0,1097,TA,6,Attchd,Unf,2.0,Y,26,2.0,1097,9753.0,24.0,152000
864,70.0,7931,Lvl,NAmes,Norm,Norm,1Story,5,5,1959,TA,BLQ,1148.0,0.0,0.0,1148.0,Y,0,1148,TA,6,Attchd,Unf,1.0,Y,50,2.0,1148,8001.0,50.0,132500
865,72.0,8640,Lvl,Somerst,Norm,Norm,1Story,7,5,2008,Ex,Unf,0.0,0.0,1372.0,1372.0,Y,0,1372,Gd,6,Attchd,Fin,2.0,Y,1,2.0,1372,8712.0,0.0,250580
866,68.0,8750,Lvl,NAmes,Norm,Norm,1Story,5,6,1970,TA,BLQ,828.0,0.0,174.0,1002.0,Y,0,1002,TA,5,Detchd,Unf,2.0,Y,39,2.0,1002,8818.0,36.0,148500
